DrugBank_ID,Protein_UID,Action,Gene_Name
DB00246,P35348,antagonist,ADRA1A
DB00246,P35368,antagonist,ADRA1B
DB00246,P08913,antagonist,ADRA2A
DB00246,P18089,antagonist,ADRA2B
DB00246,P18825,antagonist,ADRA2C
DB00246,P11229,antagonist,CHRM1
DB00246,P08172,antagonist,CHRM2
DB00246,P20309,antagonist,CHRM3
DB00246,P08173,antagonist,CHRM4
DB00246,P08912,antagonist,CHRM5
DB00246,P46098,antagonist,HTR3A
DB00246,P47898,antagonist,HTR5A
DB00246,P08684,substrate,CYP3A4
DB00246,Q06278,substrate,AOX1
DB00247,P41595,antagonist,HTR2B
DB00247,P28335,antagonist,HTR2C
DB00247,P28223,antagonist,HTR2A
DB00247,P08908,agonist,HTR1A
DB00247,P34969,antagonist,HTR7
DB00247,P28222,binder,HTR1B
DB00247,P30939,binder,HTR1F
DB00247,P28566,binder,HTR1E
DB00247,P08684,substrate,CYP3A4
DB00248,P14416,agonist,DRD2
DB00248,P41595,agonist,HTR2B
DB00248,P35462,agonist,DRD3
DB00248,P28223,agonist,HTR2A
DB00248,P18089,antagonist,ADRA2B
DB00248,P28221,agonist,HTR1D
DB00248,P21917,agonist,DRD4
DB00248,P08913,antagonist,ADRA2A
DB00248,P08908,agonist,HTR1A
DB00248,P18825,antagonist,ADRA2C
DB00248,P21918,agonist,DRD5
DB00248,P21728,agonist,DRD1
DB00248,P28222,agonist,HTR1B
DB00248,P28335,agonist,HTR2C
DB00248,P34969,antagonist,HTR7
DB00248,P35348,binder,ADRA1A
DB00248,P35368,binder,ADRA1B
DB00248,P25100,binder,ADRA1D
DB00248,P08588,binder,ADRB1
DB00248,P07550,binder,ADRB2
DB00248,P21728,agonist,DRD1
DB00248,P08684,substrate,CYP3A4
DB00250,P0C0X2,inhibitor,folP2
DB00250,P0C0X1,inhibitor,folP1
DB00250,P05164,substrate,MPO
DB00250,P33260,substrate,CYP2C18
DB00250,P11712,substrate,CYP2C9
DB00250,P11712,inducer,CYP2C9
DB00250,P05181,substrate,CYP2E1
DB00250,P08684,substrate,CYP3A4
DB00250,P31513,substrate,FMO3
DB00250,P23219,substrate,PTGS1
DB00250,P35354,substrate,PTGS2
DB00250,P10632,substrate,CYP2C8
DB00250,P33261,substrate,CYP2C19
DB00250,P11245,substrate,NAT2
DB00250,P20815,substrate,CYP3A5
DB00250,P24462,substrate,CYP3A7
DB00251,P10613,antagonist,ERG11
DB00252,Q14524,inhibitor,SCN5A
DB00252,P35498,inhibitor,SCN1A
DB00252,Q12809,inhibitor,KCNH2
DB00252,Q13936,inhibitor,CACNA1C
DB00252,Q99250,inhibitor,SCN2A
DB00252,Q9UQD0,inhibitor,SCN8A
DB00252,P11712,substrate,CYP2C9
DB00252,P11712,inhibitor,CYP2C9
DB00252,P11712,inducer,CYP2C9
DB00252,P33261,substrate,CYP2C19
DB00252,P33261,inducer,CYP2C19
DB00252,P10632,substrate,CYP2C8
DB00252,P10632,inducer,CYP2C8
DB00252,P20813,substrate,CYP2B6
DB00252,P20813,inducer,CYP2B6
DB00252,P08684,substrate,CYP3A4
DB00252,P08684,inducer,CYP3A4
DB00252,P20815,substrate,CYP3A5
DB00252,P20815,inducer,CYP3A5
DB00252,P24462,substrate,CYP3A7
DB00252,P24462,inducer,CYP3A7
DB00252,P15538,inhibitor,CYP11B1
DB00252,P22309,substrate,UGT1A1
DB00252,P22309,inducer,UGT1A1
DB00252,P19224,substrate,UGT1A6
DB00252,P19224,inhibitor,UGT1A6
DB00252,O60656,substrate,UGT1A9
DB00252,O60656,inhibitor,UGT1A9
DB00252,P05177,inducer,CYP1A2
DB00252,P11509,substrate,CYP2A6
DB00252,P10635,substrate,CYP2D6
DB00252,P05181,substrate,CYP2E1
DB00252,P07099,substrate,EPHX1
DB00252,P22310,substrate,UGT1A4
DB00252,P21964,substrate,COMT
DB00252,P15559,substrate,NQO1
DB00252,P33260,substrate,CYP2C18
DB00253,P11474,modulator,ESRRA
DB00253,O95718,modulator,ESRRB
DB00253,P62508,modulator,ESRRG
DB00253,P04150,agonist,NR3C1
DB00253,P08684,substrate,CYP3A4
DB00253,P08684,inducer,CYP3A4
DB00253,P20815,inducer,CYP3A5
DB00254,P08684,inhibitor,CYP3A4
DB00255,Q92731,agonist,ESR2
DB00255,P03372,agonist,ESR1
DB00255,P62508,agonist,ESRRG
DB00255,P10275,antagonist,AR
DB00255,P08684,substrate,CYP3A4
DB00255,P08684,inhibitor,CYP3A4
DB00255,P10632,substrate,CYP2C8
DB00255,P10632,inhibitor,CYP2C8
DB00255,P11712,inhibitor,CYP2C9
DB00255,P05181,inhibitor,CYP2E1
DB00255,P21964,substrate,COMT
DB00255,P11511,inhibitor,CYP19A1
DB00256,P0A7V8,inhibitor,rpsD
DB00257,P25025,modulator,CXCR2
DB00257,P10613,antagonist,ERG11
DB00257,P10613,inhibitor,ERG11
DB00257,O15554,inhibitor,KCNN4
DB00257,O75469,activator,NR1I2
DB00257,Q8TDS4,partial agonist,HCAR2
DB00257,P10632,inhibitor,CYP2C8
DB00257,P08684,substrate,CYP3A4
DB00257,P08684,inhibitor,CYP3A4
DB00257,P08684,inducer,CYP3A4
DB00257,P20813,inhibitor,CYP2B6
DB00257,P20813,inducer,CYP2B6
DB00257,P10635,inhibitor,CYP2D6
DB00257,P11509,inhibitor,CYP2A6
DB00257,P11712,inhibitor,CYP2C9
DB00257,P05181,inhibitor,CYP2E1
DB00257,P24462,inducer,CYP3A7
DB00259,P0AC13,inhibitor,folP
DB00260,Q05586,inhibitor,GRIN1
DB00260,P0A6J8,inhibitor,ddlA
DB00260,Q9L888,inhibitor,alr
DB00260,P20711,inhibitor,DDC
DB00261,Q14432,inhibitor,PDE3A
DB00261,P05177,substrate,CYP1A2
DB00261,P05177,inhibitor,CYP1A2
DB00262,P00390,inhibitor,GSR
DB00263,P0AC13,inhibitor,folP
DB00263,P11712,inhibitor,CYP2C9
DB00264,P08588,antagonist,ADRB1
DB00264,P07550,antagonist,ADRB2
DB00264,P08588,inhibitor,ADRB1
DB00264,P08684,substrate,CYP3A4
DB00264,P10635,substrate,CYP2D6
DB00264,P10635,inhibitor,CYP2D6
DB00266,Q9BQB6,inhibitor,VKORC1
DB00266,P15559,inhibitor,NQO1
DB00266,Q08257,inhibitor,CRYZ
DB00266,P11712,substrate,CYP2C9
DB00266,P05178,inhibitor,Cyp2c6
DB00266,P08683,inhibitor,Cyp2c11
DB00267,P0AD68,inhibitor,ftsI
DB00267,Q8XJ01,inhibitor,pbpA
DB00268,P35462,agonist,DRD3
DB00268,P14416,agonist,DRD2
DB00268,P21917,agonist,DRD4
DB00268,P35348,antagonist,ADRA1A
DB00268,P05177,substrate,CYP1A2
DB00270,Q13936,inhibitor,CACNA1C
DB00270,P54289,inhibitor,CACNA2D1
DB00270,Q08289,inhibitor,CACNB2
DB00270,O95180,inhibitor,CACNA1H
DB00270,Q9NY47,inhibitor,CACNA2D2
DB00270,Q01668,inhibitor,CACNA1D
DB00270,Q13698,inhibitor,CACNA1S
DB00270,P08684,substrate,CYP3A4
DB00270,P08684,inhibitor,CYP3A4
DB00273,P39086,antagonist,GRIK1
DB00273,P14867,agonist,GABRA1
DB00273,P35498,inhibitor,SCN1A
DB00273,P39086,antagonist,GRIK1
DB00273,P00918,inhibitor,CA2
DB00273,P22748,inhibitor,CA4
DB00273,Q13936,antagonist,CACNA1C
DB00273,P00915,inhibitor,CA1
DB00273,P07451,inhibitor,CA3
DB00273,Q15878,antagonist,CACNA1E
DB00273,P08684,inducer,CYP3A4
DB00273,P33261,inhibitor,CYP2C19
DB00274,C1KC03,inhibitor,mecA
DB00274,P02918,inhibitor,mrcA
DB00274,P02919,inhibitor,mrcB
DB00274,P0AD68,inhibitor,ftsI
DB00274,P0AEB2,inhibitor,dacA
DB00274,P08506,inhibitor,dacC
DB00275,P30556,antagonist,AGTR1
DB00276,Q02880,inhibitor,TOP2B
DB00276,P11388,inhibitor,TOP2A
DB00276,Q12809,inhibitor,KCNH2
DB00277,P30542,antagonist,ADORA1
DB00277,P21589,inhibitor,NT5E
DB00277,P29274,antagonist,ADORA2A
DB00277,P29275,antagonist,ADORA2B
DB00277,Q07343,inhibitor,PDE4B
DB00277,O76074,inhibitor,PDE5A
DB00277,P27815,inhibitor,PDE4A
DB00277,Q14432,inhibitor,PDE3A
DB00277,Q92769,activator,HDAC2
DB00277,P04798,substrate,CYP1A1
DB00277,P04798,inhibitor,CYP1A1
DB00277,Q16678,substrate,CYP1B1
DB00277,P10635,substrate,CYP2D6
DB00277,P05177,substrate,CYP1A2
DB00277,P00813,inhibitor,ADA
DB00277,P00813,inducer,ADA
DB00277,P05181,substrate,CYP2E1
DB00277,P08684,substrate,CYP3A4
DB00278,P00734,inhibitor,F2
DB00278,P08684,substrate,CYP3A4
DB00278,P20815,substrate,CYP3A5
DB00279,P10827,agonist,THRA
DB00279,P10828,agonist,THRB
DB00279,P12004,antagonist,PCNA
DB00279,P22309,substrate,UGT1A1
DB00280,Q14524,inhibitor,SCN5A
DB00280,P11229,antagonist,CHRM1
DB00280,P08172,antagonist,CHRM2
DB00280,P20309,antagonist,CHRM3
DB00280,Q9NZV8,inhibitor,KCND2
DB00280,Q9UK17,inhibitor,KCND3
DB00280,Q12809,inhibitor,KCNH2
DB00280,P05177,substrate,CYP1A2
DB00280,P08684,substrate,CYP3A4
DB00281,Q9UI33,blocker,SCN11A
DB00281,Q9Y5Y9,inhibitor,SCN10A
DB00281,Q15858,inhibitor,SCN9A
DB00281,Q14524,inhibitor,SCN5A
DB00281,P00533,antagonist,EGFR
DB00281,P08684,substrate,CYP3A4
DB00281,P10635,substrate,CYP2D6
DB00281,P10635,inhibitor,CYP2D6
DB00281,P20815,substrate,CYP3A5
DB00281,P24462,substrate,CYP3A7
DB00281,P05177,substrate,CYP1A2
DB00281,P05177,inhibitor,CYP1A2
DB00281,P11712,substrate,CYP2C9
DB00281,P10632,substrate,CYP2C8
DB00281,P11509,substrate,CYP2A6
DB00281,P20813,substrate,CYP2B6
DB00282,P14324,inhibitor,FDPS
DB00282,O95749,inhibitor,GGPS1
DB00282,P42574,activator,CASP3
DB00282,P55211,activator,CASP9
DB00283,P35367,antagonist,HRH1
DB00283,P10635,inhibitor,CYP2D6
DB00284,O43451,inhibitor,MGAM
DB00284,P14410,inhibitor,SI
DB00284,P04746,inhibitor,AMY2A
DB00284,P10253,inhibitor,GAA
DB00285,P31645,inhibitor,SLC6A4
DB00285,P23975,inhibitor,SLC6A2
DB00285,Q01959,inhibitor,SLC6A3
DB00285,P10635,substrate,CYP2D6
DB00285,P10635,inhibitor,CYP2D6
DB00285,P08684,substrate,CYP3A4
DB00285,P11712,substrate,CYP2C9
DB00285,P33261,substrate,CYP2C19
DB00287,P43088,agonist,PTGFR
DB00288,P11474,modulator,ESRRA
DB00288,O95718,modulator,ESRRB
DB00288,P62508,modulator,ESRRG
DB00288,P04150,agonist,NR3C1
DB00288,P04083,agonist,ANXA1
DB00288,P08684,substrate,CYP3A4
DB00288,P08684,inducer,CYP3A4
DB00288,P20815,inducer,CYP3A5
DB00289,P23975,inhibitor,SLC6A2
DB00289,P31645,binder,SLC6A4
DB00289,Q05586,blocker,GRIN1
DB00289,P48549,inhibitor,KCNJ3
DB00289,P41145,partial agonist,OPRK1
DB00289,P33261,substrate,CYP2C19
DB00289,P10635,substrate,CYP2D6
DB00290,P18858,inhibitor,LIG1
DB00290,P49916,inhibitor,LIG3
DB00290,Q13867,substrate,BLMH
DB00291,P09211,substrate,GSTP1
DB00291,P08263,substrate,GSTA1
DB00292,Q99928,modulator,GABRG3
DB00292,P14867,agonist,GABRA1
DB00292,P18089,agonist,ADRA2B
DB00292,P14867,positive allosteric modulator,GABRA1
DB00292,P15538,inhibitor,CYP11B1
DB00292,P19099,inhibitor,CYP11B2
DB00293,P12461,inhibitor,TMP1
DB00293,P04818,inhibitor,TYMS
DB00293,Q05932,antagonist,FPGS
DB00294,P06401,agonist,PGR
DB00294,P08684,substrate,CYP3A4
DB00295,P35372,agonist,OPRM1
DB00295,P35372,regulator,OPRM1
DB00295,P41145,agonist,OPRK1
DB00295,P41143,agonist,OPRD1
DB00295,Q9Y6Y9,activator,LY96
DB00295,P10632,substrate,CYP2C8
DB00295,P08684,substrate,CYP3A4
DB00295,P16662,substrate,UGT2B7
DB00295,P22309,substrate,UGT1A1
DB00295,Q9HAW9,substrate,UGT1A8
DB00295,P54855,substrate,UGT2B15
DB00295,P06133,substrate,UGT2B4
DB00295,P35503,substrate,UGT1A3
DB00296,Q9Y5Y9,inhibitor,SCN10A
DB00296,P05177,substrate,CYP1A2
DB00296,P08684,substrate,CYP3A4
DB00296,P20813,substrate,CYP2B6
DB00297,Q9Y5Y9,inhibitor,SCN10A
DB00297,P34995,other/unknown,PTGER1
DB00297,P33261,substrate,CYP2C19
DB00297,P10635,substrate,CYP2D6
DB00297,P08684,substrate,CYP3A4
DB00298,P14416,antagonist,DRD2
DB00298,P35348,antagonist,ADRA1A
DB00298,P25100,antagonist,ADRA1D
DB00298,P35368,antagonist,ADRA1B
DB00300,P03366,modulator,gag-pol
DB00300,Q72547,inhibitor,pol
DB00300,P24024,inhibitor,P
DB00300,P54819,substrate,AK2
DB00300,P27144,substrate,AK4
DB00300,P15531,substrate,NME1
DB00300,P12277,substrate,CKB
DB00300,P12277,inducer,CKB
DB00301,Q8XJ01,inhibitor,pbpA
DB00301,P08684,substrate,CYP3A4
DB00301,P08684,inducer,CYP3A4
DB00302,P00747,inhibitor,PLG
DB00303,P02918,inhibitor,mrcA
DB00303,P02919,inhibitor,mrcB
DB00303,P44469,inhibitor,mrdA
DB00303,P0AD65,inhibitor,mrdA
DB00303,P45059,inhibitor,ftsI
DB00303,P0AD68,inhibitor,ftsI
DB00303,P24228,inhibitor,dacB
DB00303,P08506,inhibitor,dacC
DB00303,P16444,substrate,DPEP1
DB00304,P06401,agonist,PGR
DB00304,P03372,agonist,ESR1
DB00304,P08684,substrate,CYP3A4
DB00304,P11712,substrate,CYP2C9
DB00304,P22309,inducer,UGT1A1
DB00305,P16435,substrate,POR
DB00307,P19793,agonist,RXRA
DB00307,P28702,agonist,RXRB
DB00307,P48443,agonist,RXRG
DB00307,P10632,inhibitor,CYP2C8
DB00307,P08684,substrate,CYP3A4
DB00307,P08684,inducer,CYP3A4
DB00308,Q13936,activator,CACNA1C
DB00308,Q02641,activator,CACNB1
DB00308,Q12809,inhibitor,KCNH2
DB00308,P54289,activator,CACNA2D1
DB00308,Q06432,activator,CACNG1
DB00308,O00180,inhibitor,KCNK1
DB00308,Q9Y257,inhibitor,KCNK6
DB00308,Q9H252,inhibitor,KCNH6
DB00308,Q9NS40,inhibitor,KCNH7
DB00308,Q14654,inhibitor,KCNJ11
DB00309,Q9H4B7,inhibitor,TUBB1
DB00309,P08684,substrate,CYP3A4
DB00310,P00915,inhibitor,CA1
DB00310,Q13621,inhibitor,SLC12A1
DB00312,P14867,potentiator,GABRA1
DB00312,P47869,potentiator,GABRA2
DB00312,P34903,potentiator,GABRA3
DB00312,P48169,potentiator,GABRA4
DB00312,P31644,potentiator,GABRA5
DB00312,Q16445,potentiator,GABRA6
DB00312,P14867,positive allosteric modulator,GABRA1
DB00312,P43681,antagonist,CHRNA4
DB00312,P36544,antagonist,CHRNA7
DB00312,P42262,antagonist,GRIA2
DB00312,Q13002,antagonist,GRIK2
DB00312,Q05586,antagonist,GRIN1
DB00312,O75469,activator,NR1I2
DB00312,P33261,substrate,CYP2C19
DB00312,P11509,inducer,CYP2A6
DB00312,P08684,inducer,CYP3A4
DB00313,P80404,inhibitor,ABAT
DB00313,P49840,inhibitor,GSK3A
DB00313,Q9UKV0,inhibitor,HDAC9
DB00313,P45954,inhibitor,ACADSB
DB00313,Q02218,inhibitor,OGDH
DB00313,P51649,inhibitor,ALDH5A1
DB00313,P35498,inhibitor,SCN1A
DB00313,Q92769,inhibitor,HDAC2
DB00313,Q13547,inhibitor,HDAC1
DB00313,P38936,regulator,CDKN1A
DB00313,P14210,inhibitor,HGF
DB00313,P11926,downregulator,ODC1
DB00313,Q9NZQ7,downregulator,CD274
DB00313,P11509,substrate,CYP2A6
DB00313,P20813,substrate,CYP2B6
DB00313,P11712,substrate,CYP2C9
DB00313,P11712,inhibitor,CYP2C9
DB00313,P20815,substrate,CYP3A5
DB00313,P23219,substrate,PTGS1
DB00313,P05177,inhibitor,CYP1A2
DB00313,P33261,substrate,CYP2C19
DB00313,P33261,inhibitor,CYP2C19
DB00313,P08684,inhibitor,CYP3A4
DB00313,P22310,substrate,UGT1A4
DB00313,Q9HAW9,substrate,UGT1A8
DB00313,Q9HAW8,substrate,UGT1A10
DB00313,P19224,substrate,UGT1A6
DB00313,P35503,substrate,UGT1A3
DB00313,P16662,substrate,UGT2B7
DB00313,P54855,substrate,UGT2B15
DB00313,O60656,substrate,UGT1A9
DB00313,P22309,substrate,UGT1A1
DB00313,P22309,inhibitor,UGT1A1
DB00314,P9WJ63,inhibitor,tlyA
DB00315,P28222,agonist,HTR1B
DB00315,P28221,agonist,HTR1D
DB00315,P30939,agonist,HTR1F
DB00315,P28566,agonist,HTR1E
DB00315,P34969,agonist,HTR7
DB00315,P08908,agonist,HTR1A
DB00315,P28223,agonist,HTR2A
DB00315,P41595,agonist,HTR2B
DB00315,P05177,substrate,CYP1A2
DB00315,P21397,substrate,MAOA
DB00316,P35354,inhibitor,PTGS2
DB00316,P31645,inhibitor,SLC6A4
DB00316,P23975,inhibitor,SLC6A2
DB00316,P23219,inhibitor,PTGS1
DB00316,Q15185,inhibitor,PTGES3
DB00316,Q8NER1,activator,TRPV1
DB00316,P05181,substrate,CYP2E1
DB00316,P05177,substrate,CYP1A2
DB00316,P08684,substrate,CYP3A4
DB00316,P08684,inducer,CYP3A4
DB00316,P10635,substrate,CYP2D6
DB00316,P11509,substrate,CYP2A6
DB00316,P19224,substrate,UGT1A6
DB00316,P22309,substrate,UGT1A1
DB00316,O60656,substrate,UGT1A9
DB00316,P54855,substrate,UGT2B15
DB00316,P50225,substrate,SULT1A1
DB00316,P0DMM9,substrate,SULT1A3
DB00316,P11245,inhibitor,NAT2
DB00316,O00519,substrate,FAAH
DB00316,P09211,substrate,GSTP1
DB00316,P09488,substrate,GSTM1
DB00317,P00533,antagonist,EGFR
DB00317,P20815,substrate,CYP3A5
DB00317,P04798,substrate,CYP1A1
DB00317,P04798,inhibitor,CYP1A1
DB00317,P11712,inhibitor,CYP2C9
DB00317,P33261,inhibitor,CYP2C19
DB00317,P08684,substrate,CYP3A4
DB00317,P08684,inhibitor,CYP3A4
DB00317,P10635,substrate,CYP2D6
DB00317,P10635,inhibitor,CYP2D6
DB00318,P35372,agonist,OPRM1
DB00318,P35372,regulator,OPRM1
DB00318,P41145,agonist,OPRK1
DB00318,P41143,agonist,OPRD1
DB00318,P10635,substrate,CYP2D6
DB00318,P08684,substrate,CYP3A4
DB00318,P16662,substrate,UGT2B7
DB00318,P06133,substrate,UGT2B4
DB00319,Q75Y35,inhibitor,pbp3
DB00319,P0A3M6,inhibitor,penA
DB00319,Q8DNB6,inhibitor,pbp2a
DB00319,Q7CRA4,inhibitor,pbp1b
DB00320,P28222,agonist,HTR1B
DB00320,P28221,agonist,HTR1D
DB00320,P30939,agonist,HTR1F
DB00320,P14416,agonist,DRD2
DB00320,P08913,agonist,ADRA2A
DB00320,P08908,agonist,HTR1A
DB00320,P28566,agonist,HTR1E
DB00320,P28223,agonist,HTR2A
DB00320,P41595,agonist,HTR2B
DB00320,P28335,agonist,HTR2C
DB00320,P35348,agonist,ADRA1A
DB00320,P08913,agonist,ADRA2A
DB00320,P35462,agonist,DRD3
DB00320,P21917,agonist,DRD4
DB00320,Q13639,agonist,HTR4
DB00320,P13945,agonist,ADRB3
DB00320,P08684,substrate,CYP3A4
DB00320,P08684,inhibitor,CYP3A4
DB00321,P23975,inhibitor,SLC6A2
DB00321,P31645,inhibitor,SLC6A4
DB00321,P28223,antagonist,HTR2A
DB00321,P08908,inhibitor,HTR1A
DB00321,P08908,inducer,HTR1A
DB00321,P41143,agonist,OPRD1
DB00321,P41145,agonist,OPRK1
DB00321,P04629,agonist,NTRK1
DB00321,P04629,activator,NTRK1
DB00321,Q16620,agonist,NTRK2
DB00321,P35348,antagonist,ADRA1A
DB00321,P35348,inhibitor,ADRA1A
DB00321,P25100,antagonist,ADRA1D
DB00321,P08913,antagonist,ADRA2A
DB00321,P08913,agonist,ADRA2A
DB00321,P35367,antagonist,HRH1
DB00321,O43526,inhibitor,KCNQ2
DB00321,Q09470,inhibitor,KCNA1
DB00321,P25021,blocker,HRH2
DB00321,Q9H3N8,binder,HRH4
DB00321,Q99720,agonist,SIGMAR1
DB00321,P28335,antagonist,HTR2C
DB00321,P35368,antagonist,ADRA1B
DB00321,P34969,antagonist,HTR7
DB00321,P28221,binder,HTR1D
DB00321,P35372,binder,OPRM1
DB00321,P28222,binder,HTR1B
DB00321,P50406,antagonist,HTR6
DB00321,O43525,inhibitor,KCNQ3
DB00321,P08909,antagonist,Htr2c
DB00321,P11229,ligand,CHRM1
DB00321,Q12809,blocker,KCNH2
DB00321,P10635,substrate,CYP2D6
DB00321,P05177,substrate,CYP1A2
DB00321,P33261,substrate,CYP2C19
DB00321,P33261,inhibitor,CYP2C19
DB00321,P11712,substrate,CYP2C9
DB00321,P08684,substrate,CYP3A4
DB00321,P20815,substrate,CYP3A5
DB00321,P20813,substrate,CYP2B6
DB00321,P10632,substrate,CYP2C8
DB00321,P10632,inhibitor,CYP2C8
DB00321,P36537,substrate,UGT2B10
DB00321,P36537,inhibitor,UGT2B10
DB00321,P22310,substrate,UGT1A4
DB00321,P08263,inhibitor,GSTA1
DB00322,P12461,inhibitor,TMP1
DB00322,P04818,inhibitor,TYMS
DB00322,P19971,substrate,TYMP
DB00322,P11712,inhibitor,CYP2C9
DB00323,P21964,inhibitor,COMT
DB00323,P11712,inhibitor,CYP2C9
DB00324,P04150,agonist,NR3C1
DB00324,P20815,inducer,CYP3A5
DB00324,P08684,substrate,CYP3A4
DB00324,P08684,inducer,CYP3A4
DB00325,Q02108,modulator,GUCY1A1
DB00325,Q02153,modulator,GUCY1B1
DB00325,P16066,agonist,NPR1
DB00325,P04798,inhibitor,CYP1A1
DB00327,P35372,agonist,OPRM1
DB00327,P41143,partial agonist,OPRD1
DB00327,P41145,agonist,OPRK1
DB00327,P35503,substrate,UGT1A3
DB00327,P16662,substrate,UGT2B7
DB00327,P11712,substrate,CYP2C9
DB00328,P35354,inhibitor,PTGS2
DB00328,P14555,inhibitor,PLA2G2A
DB00328,P23219,inhibitor,PTGS1
DB00328,P23219,inhibitor,PTGS1
DB00328,Q8N8N7,inhibitor,PTGR2
DB00328,P37231,activator,PPARG
DB00328,Q04760,inhibitor,GLO1
DB00328,Q9Y5Y4,other/unknown,PTGDR2
DB00328,Q07869,agonist,PPARA
DB00328,P42330,inhibitor,AKR1C3
DB00328,P19525,inducer,EIF2AK2
DB00328,P33261,substrate,CYP2C19
DB00328,P33261,inhibitor,CYP2C19
DB00328,P11712,substrate,CYP2C9
DB00328,P23141,substrate,CES1
DB00328,O60656,substrate,UGT1A9
DB00328,P22309,substrate,UGT1A1
DB00328,P22309,inhibitor,UGT1A1
DB00328,P16662,substrate,UGT2B7
DB00328,P16662,inhibitor,UGT2B7
DB00330,P9WNL5,inhibitor,embC
DB00330,P9WNL7,inhibitor,embB
DB00330,P9WNL9,inhibitor,embA
DB00330,P05177,inhibitor,CYP1A2
DB00330,P05181,inhibitor,CYP2E1
DB00330,P33261,inhibitor,CYP2C19
DB00330,P10635,inhibitor,CYP2D6
DB00330,P11509,inhibitor,CYP2A6
DB00330,P11712,inhibitor,CYP2C9
DB00330,P08684,inhibitor,CYP3A4
DB00331,Q96FL8,modulator,SLC47A1
DB00331,O00763,activator,ACACB
DB00331,Q16134,inhibitor,ETFDH
DB00331,Q9Y478,inducer,PRKAB1
DB00331,Q9Y478,activator,PRKAB1
DB00331,P21695,inhibitor,GPD1
DB00332,P20309,antagonist,CHRM3
DB00332,P11229,antagonist,CHRM1
DB00332,P08172,antagonist,CHRM2
DB00333,P35372,agonist,OPRM1
DB00333,Q05586,antagonist,GRIN1
DB00333,P41143,agonist,OPRD1
DB00333,P36544,agonist,CHRNA7
DB00333,P46098,antagonist,HTR3A
DB00333,P32297,antagonist,CHRNA3
DB00333,P43681,antagonist,CHRNA4
DB00333,P17787,antagonist,CHRNB2
DB00333,P08684,substrate,CYP3A4
DB00333,P08684,inhibitor,CYP3A4
DB00333,P08684,inducer,CYP3A4
DB00333,P33261,substrate,CYP2C19
DB00333,P24462,substrate,CYP3A7
DB00333,P10635,substrate,CYP2D6
DB00333,P10635,inhibitor,CYP2D6
DB00333,P20813,substrate,CYP2B6
DB00333,P20813,inducer,CYP2B6
DB00333,P10632,substrate,CYP2C8
DB00333,P11511,substrate,CYP19A1
DB00333,P05177,substrate,CYP1A2
DB00333,P33260,substrate,CYP2C18
DB00333,P11712,substrate,CYP2C9
DB00333,P08684,inhibitor,CYP3A4
DB00333,P06133,inhibitor,UGT2B4
DB00334,P28223,antagonist,HTR2A
DB00334,P14416,antagonist,DRD2
DB00334,P21728,antagonist,DRD1
DB00334,P21918,antagonist,DRD5
DB00334,P35462,antagonist,DRD3
DB00334,P21917,antagonist,DRD4
DB00334,P28335,antagonist,HTR2C
DB00334,P46098,antagonist,HTR3A
DB00334,P50406,antagonist,HTR6
DB00334,P35367,antagonist,HRH1
DB00334,P35348,antagonist,ADRA1A
DB00334,P35368,antagonist,ADRA1B
DB00334,P11229,antagonist,CHRM1
DB00334,P08172,antagonist,CHRM2
DB00334,P20309,antagonist,CHRM3
DB00334,P08173,antagonist,CHRM4
DB00334,P21728,antagonist,DRD1
DB00334,P08588,inhibitor,ADRB1
DB00334,P08908,inhibitor,HTR1A
DB00334,P14867,inhibitor,GABRA1
DB00334,P05177,substrate,CYP1A2
DB00334,P10635,substrate,CYP2D6
DB00334,P10635,inhibitor,CYP2D6
DB00334,P31513,substrate,FMO3
DB00334,P33261,inhibitor,CYP2C19
DB00334,P11712,inhibitor,CYP2C9
DB00334,P22310,substrate,UGT1A4
DB00334,P08684,inhibitor,CYP3A4
DB00334,P08684,inhibitor,CYP3A4
DB00335,P08588,antagonist,ADRB1
DB00335,P07550,antagonist,ADRB2
DB00335,P10635,substrate,CYP2D6
DB00336,P06715,inhibitor,gor
DB00336,P47989,substrate,XDH
DB00337,Q08209,inhibitor,PPP3CA
DB00337,P42345,potentiator,MTOR
DB00337,P62942,potentiator,FKBP1A
DB00337,P08684,substrate,CYP3A4
DB00338,P20648,inhibitor,ATP4A
DB00338,P51164,modulator,ATP4B
DB00338,P35869,agonist,AHR
DB00338,P04798,substrate,CYP1A1
DB00338,P04798,inducer,CYP1A1
DB00338,P05177,inducer,CYP1A2
DB00338,Q16678,inducer,CYP1B1
DB00338,P10632,substrate,CYP2C8
DB00338,P11712,substrate,CYP2C9
DB00338,P33260,substrate,CYP2C18
DB00338,P10635,inhibitor,CYP2D6
DB00338,P08684,substrate,CYP3A4
DB00338,P08684,inhibitor,CYP3A4
DB00338,P08684,inducer,CYP3A4
DB00338,P33261,substrate,CYP2C19
DB00338,P33261,inhibitor,CYP2C19
DB00339,P95029,inhibitor,fas
DB00339,P9WGR1,inhibitor,inhA
DB00339,Q06278,substrate,AOX1
DB00339,P47989,substrate,XDH
DB00340,P11229,modulator,CHRM1
DB00340,P11229,antagonist,CHRM1
DB00341,P35367,antagonist,HRH1
DB00343,Q13936,blocker,CACNA1C
DB00343,P54289,blocker,CACNA2D1
DB00343,Q06432,blocker,CACNG1
DB00343,P08684,substrate,CYP3A4
